@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {normalOG,murmurOG,Noisy Murmur}

@DATA
0.119363,0.078735,2.800118,0.203767,0.192587,1.251188,0.020418,0.203928,-28.072245,8.708362,-4.492828,3.220627,-1.550370,0.789135,0.409977,-0.976073,1.225067,-0.943477,0.636692,-0.121231,-0.285259,0.012067,0.002635,0.095982,0.009565,0.019008,0.010049,0.118082,0.001724,0.004692,0.013126,0.047210,0.003819,0.043108,0.059050,0.069748,0.362851,0.042031,0.027437,0.631406,0.013287,0.108032,2.329166,0.944687,0.764028,0.369852,0.385855,0.264677,0.202681,0.217791,0.207493,0.250129,0.177414,0.167853,0.140903,0.011802,0.003276,0.068751,0.011730,0.014748,0.012666,0.069779,0.002490,0.005165,0.012244,0.023654,0.005076,0.020984,murmurOG
0.123020,0.111298,2.774603,0.194147,0.178237,1.256546,0.019807,0.200000,-27.636939,9.056930,-4.502475,3.144175,-1.627568,0.760995,0.471191,-0.965447,1.183252,-0.977536,0.643585,-0.058254,-0.293996,0.013469,0.003247,0.091492,0.010316,0.020658,0.010036,0.115637,0.002142,0.005316,0.013453,0.042421,0.003727,0.042124,0.064549,0.093317,0.453507,0.050344,0.027627,0.673358,0.009656,0.103455,2.357366,0.870226,0.930494,0.336000,0.396811,0.256255,0.191642,0.207567,0.169636,0.237733,0.186146,0.178948,0.157188,0.014435,0.003971,0.063709,0.009722,0.013448,0.011175,0.087188,0.003343,0.006225,0.011080,0.022309,0.004186,0.024320,murmurOG
0.091039,0.024594,2.799490,0.196718,0.220310,0.858286,0.022915,0.138333,-29.844016,7.749463,-4.025425,3.452690,-1.349623,1.003849,0.453583,-1.156679,1.220214,-0.928525,0.434293,-0.027324,-0.242027,0.004324,0.000966,0.087089,0.005200,0.013918,0.003520,0.169871,0.001003,0.002293,0.010286,0.071124,0.001193,0.055531,0.037492,0.034016,0.301092,0.033958,0.022383,0.418456,0.015561,0.081043,0.878949,0.317847,0.246114,0.395379,0.265179,0.141409,0.144350,0.170036,0.189659,0.159856,0.223663,0.147239,0.090854,0.002949,0.001004,0.037946,0.006950,0.012886,0.003414,0.068096,0.001095,0.003073,0.010845,0.041798,0.001122,0.013754,murmurOG
0.051244,0.010607,2.575769,0.164920,0.218026,0.330379,0.035669,0.057500,-32.947826,6.629020,-3.191632,3.304402,-1.094143,0.768031,0.634500,-0.782592,1.093836,-0.595570,0.483182,-0.040296,-0.194913,0.001737,0.000202,0.151025,0.001460,0.008486,0.000768,0.203449,0.000452,0.000788,0.002417,0.050655,0.000300,0.074817,0.028728,0.020428,0.381631,0.043501,0.038913,0.253336,0.022331,0.035018,1.656062,0.835594,0.389561,0.333268,0.311719,0.232427,0.180142,0.140207,0.188347,0.201077,0.189170,0.134052,0.119764,0.001603,0.000216,0.087851,0.001845,0.010388,0.000998,0.101187,0.000569,0.001331,0.002988,0.035351,0.000439,0.019222,murmurOG
0.051658,0.013581,2.607031,0.177856,0.229367,0.379764,0.031920,0.059000,-32.731036,6.616829,-3.272964,3.287779,-1.145674,0.912759,0.543931,-0.901307,1.132821,-0.636844,0.550589,-0.004645,-0.175126,0.001820,0.000233,0.145085,0.001312,0.014016,0.000969,0.207457,0.000447,0.000699,0.002469,0.048666,0.000329,0.074298,0.027580,0.025437,0.408895,0.039631,0.033876,0.215859,0.018771,0.024519,1.942077,0.889206,0.383305,0.330807,0.294488,0.200291,0.159676,0.153146,0.215173,0.228051,0.188025,0.125458,0.105127,0.001908,0.000214,0.087540,0.001413,0.018415,0.000941,0.086750,0.000503,0.000530,0.001879,0.030435,0.000473,0.015323,murmurOG
0.134397,0.018679,2.701136,0.229747,0.219158,1.225656,0.019742,0.243020,-31.555183,7.243978,-3.720145,3.207742,-1.205384,0.593087,0.633543,-0.769311,1.052586,-0.732672,0.461761,0.007090,-0.259155,0.008206,0.002461,0.090494,0.006570,0.024774,0.004912,0.102811,0.001534,0.003758,0.013038,0.058447,0.002484,0.041104,0.069474,0.049323,0.516272,0.066942,0.037399,0.693433,0.012505,0.163140,1.680960,0.961411,0.545242,0.408779,0.337795,0.265319,0.194052,0.174773,0.206989,0.204103,0.205106,0.138799,0.120958,0.007494,0.002942,0.052147,0.006251,0.018852,0.004903,0.061954,0.002164,0.004106,0.010677,0.034019,0.002847,0.016350,murmurOG
0.085008,0.026553,2.656284,0.198148,0.223800,0.691037,0.025903,0.117487,-32.056375,6.989979,-3.505263,3.320471,-1.046694,0.806120,0.617550,-0.787920,1.130603,-0.674534,0.518215,0.016842,-0.242375,0.005785,0.000854,0.120878,0.003709,0.019674,0.002490,0.134415,0.000728,0.001726,0.010370,0.064082,0.000911,0.054359,0.039417,0.060935,0.493749,0.043698,0.032494,0.426440,0.016036,0.081551,2.374631,1.031473,0.534245,0.381532,0.456021,0.262472,0.176643,0.175744,0.201153,0.226794,0.225243,0.138536,0.125683,0.007297,0.001020,0.070582,0.005534,0.018153,0.003257,0.073371,0.001000,0.002403,0.011869,0.037210,0.001127,0.017139,murmurOG
0.103553,0.128710,2.836189,0.191847,0.187964,1.130326,0.023102,0.168970,-28.281457,8.756825,-4.153179,3.324463,-1.623142,0.724334,0.370732,-0.971365,1.208259,-1.015180,0.590123,-0.103075,-0.266166,0.016624,0.002226,0.090001,0.011946,0.024968,0.009651,0.105995,0.000858,0.006214,0.016058,0.043090,0.003548,0.041970,0.050681,0.122518,0.385774,0.038594,0.030446,0.572161,0.013413,0.081617,3.065941,1.250486,0.894368,0.412260,0.412781,0.227041,0.173604,0.219721,0.193979,0.248283,0.186563,0.170110,0.171479,0.018753,0.002984,0.064335,0.013459,0.018559,0.011185,0.085664,0.001223,0.007943,0.015478,0.023198,0.004473,0.022904,murmurOG
0.099655,0.051490,2.658510,0.185865,0.196793,0.878723,0.028770,0.142563,-29.215214,8.246832,-4.079807,3.368414,-1.496378,0.738102,0.640537,-0.852905,1.152596,-0.848959,0.626279,-0.011159,-0.221435,0.008651,0.001639,0.107090,0.008171,0.023048,0.005176,0.147721,0.000836,0.003273,0.011585,0.041131,0.001881,0.053671,0.044047,0.042612,0.406726,0.040087,0.036108,0.506235,0.016132,0.081239,1.878226,1.171480,0.451916,0.380346,0.441721,0.193577,0.196892,0.208894,0.158065,0.239798,0.162516,0.154055,0.127601,0.010714,0.002346,0.058757,0.011629,0.019936,0.006907,0.106112,0.001031,0.003835,0.013371,0.025047,0.002828,0.023899,murmurOG
0.075258,0.016234,2.712177,0.162729,0.182159,0.748854,0.030020,0.114184,-30.537020,8.159032,-3.394337,3.144731,-1.203916,0.873201,0.437402,-0.904902,1.106114,-0.805170,0.524092,-0.094475,-0.247993,0.012120,0.000716,0.101463,0.006788,0.025583,0.004730,0.129291,0.000452,0.002001,0.015489,0.056129,0.000998,0.050226,0.029689,0.013231,0.398270,0.034011,0.036538,0.405783,0.016266,0.052868,1.473715,0.899991,0.385431,0.447289,0.369413,0.209398,0.179444,0.167836,0.185642,0.231182,0.185830,0.141022,0.142857,0.014744,0.000928,0.062818,0.008364,0.022157,0.005931,0.091000,0.000645,0.002326,0.018405,0.034545,0.001257,0.021298,murmurOG
0.176884,0.012736,2.803282,0.256293,0.238112,1.208243,0.029268,0.299625,-32.168233,6.799884,-3.699886,3.236921,-1.260102,0.524174,0.610339,-0.838528,1.057676,-0.693037,0.412581,0.052084,-0.262710,0.018602,0.002438,0.078910,0.006729,0.013078,0.004614,0.146159,0.002295,0.004795,0.010537,0.044234,0.002088,0.052129,0.089238,0.024660,0.392858,0.064776,0.042837,0.696805,0.022227,0.208116,1.552784,0.984884,0.539942,0.448660,0.252490,0.215477,0.190707,0.184780,0.210902,0.180927,0.189505,0.160996,0.144586,0.025007,0.004206,0.060004,0.007737,0.010823,0.007744,0.104733,0.003071,0.006451,0.008419,0.026946,0.003099,0.027098,murmurOG
0.124581,0.013922,2.628280,0.217767,0.212868,1.132580,0.025061,0.193396,-30.904498,7.497444,-3.947890,3.059379,-1.319073,0.660495,0.524539,-0.836760,1.100456,-0.783986,0.472967,-0.085381,-0.269305,0.009105,0.002900,0.094427,0.006649,0.015526,0.005560,0.154045,0.001819,0.003726,0.012087,0.042232,0.003680,0.051086,0.078411,0.022679,0.534792,0.055918,0.037135,0.777486,0.017067,0.139859,1.913254,0.912728,0.749548,0.518810,0.282554,0.292501,0.217350,0.176575,0.233963,0.185731,0.209156,0.129418,0.117347,0.008950,0.004313,0.064972,0.006829,0.012398,0.006606,0.094875,0.002918,0.004663,0.009822,0.026652,0.005567,0.025837,murmurOG
0.092295,0.006776,2.732567,0.189736,0.208863,0.925294,0.025070,0.138417,-32.226160,7.278656,-3.246795,2.911592,-1.415381,0.543848,0.449994,-0.912526,1.022383,-0.683612,0.399982,-0.038521,-0.194692,0.009304,0.001355,0.115273,0.008101,0.015886,0.005098,0.154004,0.000681,0.004521,0.009658,0.046246,0.002078,0.055468,0.037092,0.016340,0.435049,0.035987,0.029408,0.457233,0.015993,0.073677,1.348058,0.737323,0.310506,0.356006,0.335180,0.237062,0.202051,0.163807,0.184054,0.250436,0.208536,0.148954,0.123825,0.011656,0.002087,0.073620,0.009935,0.014120,0.006157,0.083782,0.000856,0.006002,0.009046,0.027095,0.002722,0.020985,murmurOG
0.067722,0.017969,2.621864,0.175121,0.210626,0.521614,0.029859,0.096033,-32.198739,7.079326,-3.282769,3.367283,-1.121830,0.547804,0.510195,-0.703452,1.159789,-0.644263,0.495706,0.027874,-0.144515,0.002867,0.000613,0.134109,0.002467,0.012594,0.001739,0.172399,0.000361,0.001235,0.004623,0.065730,0.000760,0.065352,0.031706,0.036772,0.418995,0.045106,0.036728,0.320055,0.017633,0.069117,1.461871,0.705715,0.423940,0.353870,0.366908,0.273617,0.168014,0.163080,0.174225,0.201034,0.219388,0.140290,0.122252,0.002486,0.000655,0.072720,0.002435,0.013433,0.001941,0.080792,0.000333,0.001502,0.004031,0.036276,0.000845,0.015683,murmurOG
0.073901,0.015271,2.627165,0.182568,0.217342,0.631471,0.027179,0.101500,-31.853934,7.132821,-3.400738,3.338161,-1.161383,0.764436,0.435077,-0.925842,1.167385,-0.706491,0.437032,-0.061204,-0.218386,0.004982,0.000543,0.133631,0.003028,0.013657,0.002116,0.176351,0.000521,0.001618,0.007775,0.052441,0.000680,0.063732,0.035296,0.029961,0.359954,0.040171,0.030182,0.344479,0.014937,0.056779,1.426732,0.560674,0.437303,0.388331,0.329856,0.243873,0.170732,0.161712,0.168094,0.197261,0.245061,0.148042,0.136577,0.004952,0.000683,0.076819,0.002963,0.012580,0.002408,0.073068,0.000766,0.001774,0.007324,0.033132,0.000683,0.015798,murmurOG
0.082764,0.015979,2.561768,0.198403,0.230375,0.634478,0.023599,0.139586,-32.231385,6.795025,-3.550181,3.364849,-1.148163,0.689686,0.632620,-0.938207,1.005697,-0.571853,0.497407,-0.038132,-0.182996,0.004035,0.000508,0.123672,0.002195,0.009286,0.002391,0.184107,0.001194,0.002195,0.006183,0.054658,0.000629,0.064030,0.049828,0.032245,0.481076,0.047920,0.035369,0.329318,0.016679,0.116782,1.880824,0.979398,0.311655,0.348143,0.276559,0.245056,0.201380,0.151156,0.213235,0.276538,0.186130,0.156849,0.151842,0.004427,0.000567,0.067819,0.002587,0.007737,0.002759,0.072912,0.001461,0.004210,0.006360,0.033071,0.000684,0.015396,murmurOG
0.077492,0.008117,2.663245,0.187859,0.225479,0.618848,0.030629,0.110375,-32.561630,6.800219,-3.236043,3.327382,-1.236406,0.627261,0.513030,-0.828249,1.104981,-0.701548,0.466685,0.020375,-0.229731,0.004228,0.000735,0.129175,0.003222,0.012252,0.002471,0.195649,0.000391,0.001724,0.007303,0.042495,0.001101,0.067751,0.044610,0.018426,0.427114,0.055005,0.041083,0.394700,0.021367,0.083212,1.306984,0.859457,0.249048,0.402493,0.331074,0.229312,0.137874,0.145717,0.184400,0.189434,0.180592,0.128673,0.118237,0.004875,0.000874,0.079532,0.004674,0.015089,0.002447,0.098071,0.000597,0.001699,0.007227,0.027362,0.001962,0.021422,murmurOG
0.091694,0.008089,2.831617,0.189666,0.205157,0.944424,0.028137,0.153740,-32.900213,7.077864,-3.250004,2.782700,-0.971128,0.727328,0.435577,-0.885764,0.956259,-0.701760,0.358273,-0.027898,-0.336988,0.006525,0.001437,0.121897,0.004684,0.017076,0.003095,0.160581,0.001324,0.003065,0.011629,0.041758,0.001167,0.057973,0.043247,0.024742,0.385595,0.045672,0.028729,0.529356,0.017822,0.089044,1.218026,0.655734,0.304006,0.344134,0.254520,0.214278,0.205639,0.193320,0.195395,0.177596,0.186228,0.151912,0.124061,0.007004,0.001793,0.069320,0.005335,0.016742,0.003091,0.087168,0.001675,0.003127,0.009228,0.025255,0.001212,0.019775,murmurOG
0.112479,0.008132,2.777068,0.215779,0.204172,1.172273,0.021502,0.208750,-32.309135,7.316711,-3.407361,2.768411,-1.220977,0.494553,0.507876,-0.723064,0.988034,-0.716924,0.400754,0.001078,-0.238204,0.010717,0.002364,0.122726,0.010110,0.025558,0.007763,0.111052,0.000939,0.004639,0.010435,0.033672,0.002570,0.048048,0.045293,0.013373,0.405749,0.056743,0.045043,0.501153,0.011695,0.110498,2.268698,1.400546,0.525873,0.334191,0.446411,0.257694,0.186032,0.199524,0.194367,0.244513,0.208608,0.135472,0.103131,0.012632,0.002922,0.076376,0.010887,0.020039,0.009280,0.068326,0.001317,0.004806,0.008693,0.021474,0.003063,0.019163,murmurOG
0.082946,0.009389,2.724678,0.189981,0.206510,0.817755,0.025516,0.131688,-31.789725,7.356406,-3.575007,2.975271,-1.248508,0.534455,0.543040,-0.732884,1.087348,-0.663115,0.490896,0.029028,-0.245224,0.007383,0.001493,0.115937,0.005016,0.015037,0.003707,0.172709,0.000840,0.003265,0.009904,0.043474,0.002005,0.060604,0.038120,0.011525,0.395123,0.043752,0.039185,0.531393,0.015973,0.092808,2.355502,1.298992,0.557860,0.330335,0.389193,0.234654,0.205491,0.181634,0.177701,0.216826,0.206983,0.151434,0.150283,0.008922,0.002137,0.077483,0.006712,0.017494,0.004815,0.102475,0.001763,0.004819,0.010734,0.029007,0.002631,0.024665,murmurOG
0.058486,0.013265,2.632658,0.178716,0.218536,0.515093,0.028475,0.080165,-32.747549,6.845175,-3.225634,3.195779,-1.130852,0.568921,0.449839,-0.766676,1.110335,-0.675483,0.467703,0.026490,-0.255699,0.004019,0.000504,0.163046,0.002775,0.014475,0.002562,0.180804,0.000542,0.001539,0.005160,0.036474,0.000678,0.070401,0.029024,0.028286,0.444489,0.037158,0.036049,0.304883,0.017503,0.047110,1.983460,1.021817,0.461565,0.368397,0.365504,0.266123,0.160389,0.178879,0.187735,0.221107,0.193970,0.137034,0.119435,0.005194,0.000711,0.091214,0.004153,0.013221,0.004452,0.087280,0.001247,0.002308,0.005330,0.022908,0.000998,0.019255,murmurOG
0.086280,0.013301,2.687882,0.195532,0.213304,0.848080,0.026446,0.133351,-31.951998,7.223203,-3.485644,3.124618,-1.191598,0.509430,0.439494,-0.759345,1.098974,-0.712539,0.470318,0.005759,-0.241159,0.007872,0.001700,0.127087,0.005594,0.015545,0.004801,0.159952,0.000582,0.003396,0.009759,0.040576,0.001803,0.059511,0.047551,0.024302,0.434017,0.040208,0.035246,0.546059,0.014462,0.085901,2.449503,1.197015,0.617232,0.386877,0.447208,0.249660,0.184483,0.182756,0.198723,0.213128,0.220161,0.158096,0.139535,0.009652,0.002827,0.077555,0.006731,0.013659,0.007303,0.094039,0.000915,0.005385,0.011106,0.024780,0.002774,0.023283,murmurOG
0.114498,0.007596,2.798535,0.191743,0.177908,1.321372,0.019308,0.197306,-32.248354,7.914046,-2.960949,2.410609,-1.459046,0.429339,0.418505,-0.803116,0.934632,-0.658904,0.393558,-0.038141,-0.253679,0.020500,0.003424,0.072695,0.014668,0.028767,0.011017,0.081987,0.000998,0.007469,0.015569,0.048658,0.004619,0.033044,0.027542,0.021971,0.449796,0.028298,0.031135,0.311360,0.010371,0.049968,2.012119,0.930391,0.625630,0.458426,0.361824,0.187790,0.198369,0.186943,0.208916,0.238982,0.197353,0.128340,0.130084,0.017755,0.003370,0.050793,0.014025,0.015685,0.009694,0.051586,0.001788,0.006547,0.009982,0.026920,0.004761,0.014956,murmurOG
0.073946,0.006637,2.696353,0.190919,0.217739,0.637299,0.027079,0.108143,-33.115389,6.747407,-3.264460,3.089538,-0.969170,0.543812,0.548797,-0.650865,1.052883,-0.610220,0.432691,0.022071,-0.218756,0.005812,0.000736,0.130017,0.003357,0.013655,0.002650,0.176191,0.000548,0.001396,0.008218,0.046887,0.000945,0.064265,0.032616,0.013794,0.413759,0.044140,0.035663,0.396158,0.014110,0.084200,2.006946,1.077055,0.444001,0.370189,0.370612,0.217877,0.157559,0.186270,0.191898,0.228299,0.176049,0.160873,0.152792,0.006690,0.000898,0.080406,0.004606,0.013675,0.003834,0.087243,0.000938,0.001759,0.009559,0.028249,0.001216,0.020567,murmurOG
0.096415,0.009788,2.737183,0.209785,0.218092,0.947138,0.022761,0.172900,-31.648668,7.260273,-3.539744,3.351101,-1.217088,0.482472,0.576669,-0.771806,1.105673,-0.690831,0.455085,0.052376,-0.260333,0.008961,0.001145,0.106009,0.006282,0.023076,0.003628,0.148871,0.000733,0.002294,0.010156,0.044871,0.001285,0.053926,0.048645,0.017682,0.412856,0.059604,0.036731,0.553122,0.012081,0.136354,1.734071,0.863356,0.665941,0.373466,0.258256,0.252557,0.190104,0.142886,0.176192,0.209472,0.186579,0.142576,0.107133,0.010839,0.001643,0.074442,0.007969,0.017607,0.004451,0.080377,0.000998,0.002548,0.011183,0.027774,0.001447,0.019452,murmurOG
0.092714,0.008618,2.636378,0.215444,0.219381,1.006670,0.020961,0.191000,-31.864259,7.167576,-3.684076,2.992502,-1.249592,0.626499,0.643103,-0.709737,1.061333,-0.659707,0.565335,0.011186,-0.311542,0.007022,0.001814,0.096274,0.003775,0.018991,0.003826,0.160887,0.001640,0.002285,0.006384,0.059109,0.002473,0.054052,0.037916,0.014500,0.326741,0.046396,0.025786,0.462330,0.011324,0.111766,1.611004,0.800763,0.481617,0.360761,0.255831,0.207195,0.133388,0.145457,0.233002,0.211627,0.133089,0.138192,0.078621,0.005186,0.001479,0.050460,0.003399,0.013709,0.005140,0.063534,0.002049,0.002096,0.004182,0.020767,0.002707,0.015327,murmurOG
0.186181,0.005681,2.468388,0.253948,0.194808,1.810689,0.016225,0.316250,-30.327496,7.987886,-4.230221,2.692662,-1.445560,0.484450,0.659856,-0.835729,0.954663,-0.740312,0.427338,-0.034177,-0.307593,0.020106,0.007076,0.050770,0.011933,0.020249,0.013538,0.065442,0.002095,0.007564,0.017647,0.044345,0.006430,0.024109,0.058951,0.005678,0.675154,0.057349,0.034471,0.467495,0.009131,0.111592,1.419333,1.018539,0.585691,0.560376,0.399190,0.243870,0.201411,0.198699,0.193214,0.201717,0.188057,0.143958,0.143757,0.017721,0.006209,0.028008,0.007741,0.012214,0.012437,0.045370,0.001810,0.005215,0.013297,0.029196,0.006754,0.012740,murmurOG
0.085710,0.022276,2.798176,0.191980,0.199655,0.945252,0.028088,0.161688,-30.717964,7.741055,-3.849282,2.917351,-1.427383,0.698946,0.482983,-0.867559,1.125841,-0.761586,0.566204,0.009527,-0.217249,0.007003,0.002127,0.139429,0.004887,0.015132,0.005837,0.153525,0.000914,0.004592,0.008888,0.037740,0.002736,0.059374,0.041167,0.028491,0.355614,0.044299,0.030593,0.568180,0.021090,0.104815,1.688722,0.940224,0.526427,0.401127,0.422720,0.210585,0.157164,0.163769,0.204714,0.182188,0.208113,0.130850,0.114392,0.006837,0.003003,0.083700,0.005264,0.014096,0.007686,0.082355,0.001314,0.005967,0.009288,0.024927,0.003362,0.023226,murmurOG
0.068020,0.035405,2.738067,0.163155,0.190811,0.679453,0.032463,0.109206,-30.358982,7.986847,-3.565884,3.244240,-1.337043,0.828575,0.473840,-0.810132,1.192151,-0.838052,0.620618,-0.033190,-0.229615,0.007378,0.000998,0.137590,0.006079,0.019714,0.004090,0.140092,0.000444,0.002711,0.008892,0.050351,0.001100,0.057550,0.034189,0.045608,0.366797,0.038302,0.035512,0.463865,0.019319,0.063505,1.939487,0.944567,0.556036,0.472228,0.378850,0.234954,0.185417,0.179752,0.210547,0.201023,0.173428,0.138894,0.133298,0.010741,0.001456,0.080721,0.009656,0.020229,0.005431,0.082182,0.000716,0.003910,0.010743,0.029958,0.001554,0.020801,murmurOG
0.168904,0.010457,2.555474,0.236370,0.199202,1.535922,0.018283,0.247238,-29.947037,8.109748,-3.987416,2.917704,-1.777846,0.354870,0.392675,-1.025328,1.025312,-0.795524,0.542309,-0.044212,-0.342576,0.014871,0.005906,0.056004,0.018078,0.020489,0.014688,0.073210,0.001519,0.011432,0.018170,0.040505,0.007953,0.026929,0.045523,0.017164,0.705858,0.038600,0.034727,0.361550,0.009071,0.073369,1.426181,0.781947,0.550038,0.515454,0.340903,0.238165,0.263616,0.245391,0.189634,0.200181,0.182318,0.141193,0.140306,0.012806,0.007357,0.039230,0.015080,0.011854,0.011906,0.056230,0.001737,0.010090,0.009577,0.021195,0.008451,0.014809,murmurOG
0.157497,0.007076,2.796881,0.225329,0.189365,1.501127,0.019405,0.238268,-30.466973,8.116920,-3.822707,2.711382,-1.656897,0.320139,0.380940,-0.952577,0.911754,-0.839868,0.471135,-0.052638,-0.340553,0.020482,0.005519,0.052200,0.018137,0.021090,0.016685,0.082112,0.002012,0.011597,0.018996,0.034750,0.006505,0.030252,0.041022,0.007896,0.462381,0.038754,0.033271,0.411338,0.010065,0.077270,1.492720,0.842716,0.527931,0.435012,0.333592,0.291077,0.225078,0.220335,0.228129,0.181936,0.213115,0.146960,0.139722,0.018751,0.006538,0.037893,0.014980,0.014822,0.015863,0.068434,0.002481,0.011166,0.013210,0.021352,0.007388,0.016852,murmurOG
0.164975,0.011520,2.746860,0.247039,0.214512,1.523369,0.018658,0.283600,-30.022784,7.795687,-4.337693,3.246415,-1.350061,0.286970,0.589282,-0.735597,1.084235,-0.788456,0.441822,0.005732,-0.301448,0.017888,0.005967,0.083368,0.009892,0.018567,0.007326,0.098953,0.001420,0.004968,0.015738,0.039821,0.004970,0.038243,0.067656,0.013621,0.528059,0.054855,0.031324,0.681883,0.010077,0.154192,1.808816,0.965255,0.634663,0.381464,0.348334,0.369839,0.158970,0.180297,0.186912,0.200141,0.229532,0.169900,0.124715,0.018688,0.006834,0.058723,0.009038,0.011680,0.007801,0.071305,0.001596,0.005116,0.010097,0.022446,0.006153,0.020207,murmurOG
0.144102,0.025969,2.879608,0.229354,0.214845,1.358670,0.020221,0.247250,-29.226169,8.028774,-4.297679,3.448474,-1.659507,0.325545,0.510593,-0.845956,1.094684,-0.963606,0.581006,-0.025653,-0.401279,0.013768,0.003587,0.085778,0.013349,0.016464,0.007635,0.129593,0.001155,0.005401,0.014097,0.042159,0.003733,0.044955,0.064487,0.029342,0.279829,0.053417,0.035554,0.567621,0.011589,0.147722,1.552554,1.015722,0.382054,0.357821,0.264878,0.249755,0.182525,0.176425,0.190788,0.177456,0.175065,0.162088,0.141924,0.015101,0.003955,0.059819,0.013154,0.012544,0.009624,0.084012,0.001245,0.005400,0.014909,0.024028,0.004833,0.022086,murmurOG
0.069993,0.012464,2.623507,0.196530,0.231254,0.570048,0.031417,0.107286,-33.322037,6.447947,-3.308612,3.127794,-1.014975,0.681747,0.553603,-0.713824,1.111653,-0.616226,0.451765,0.037430,-0.194185,0.003247,0.000521,0.099032,0.001853,0.011654,0.001843,0.197262,0.000454,0.001126,0.004907,0.066437,0.000815,0.064845,0.038784,0.029584,0.372343,0.042550,0.027111,0.343491,0.021662,0.073245,2.047123,0.819277,0.468874,0.431109,0.359113,0.251721,0.157915,0.136258,0.190535,0.242984,0.201550,0.129219,0.112471,0.002828,0.000571,0.057371,0.001682,0.013577,0.001808,0.085774,0.000667,0.001276,0.004558,0.041165,0.000936,0.016592,murmurOG
0.055254,0.026499,2.657744,0.153335,0.189938,0.502809,0.031697,0.082773,-31.057779,7.732137,-3.305002,3.341580,-1.148262,0.893225,0.479953,-0.795318,1.184656,-0.824711,0.526430,-0.075104,-0.233359,0.008262,0.000379,0.124643,0.004840,0.018462,0.002169,0.171029,0.000217,0.000945,0.010053,0.049281,0.000538,0.061672,0.024224,0.026327,0.393337,0.039932,0.041050,0.347634,0.017889,0.040772,2.193567,1.074764,0.519836,0.467953,0.424676,0.215423,0.176852,0.186055,0.182381,0.250534,0.200838,0.146219,0.123929,0.012833,0.000512,0.076599,0.008146,0.018329,0.002978,0.087847,0.000304,0.001067,0.014574,0.032094,0.000696,0.020934,murmurOG
