@RELATION svmModel
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {normalOG,murmurOG,Noisy Murmur}

@DATA
0.065140,0.014814,2.572439,0.168444,0.204518,0.513253,0.030075,0.083551,-32.160479,7.164671,-3.298746,3.293529,-0.903941,0.791263,0.461981,-0.743352,1.133186,-0.743845,0.461906,-0.017183,-0.213997,0.005352,0.000394,0.109295,0.003590,0.015177,0.001484,0.176933,0.000217,0.001112,0.007830,0.063376,0.000529,0.061062,0.027595,0.028371,0.487527,0.038671,0.035018,0.279706,0.017439,0.030405,1.449459,0.694878,0.346971,0.401897,0.356347,0.225396,0.197615,0.154948,0.184975,0.190487,0.165294,0.149641,0.147473,0.005501,0.000407,0.059845,0.004615,0.011637,0.001928,0.088633,0.000216,0.001123,0.007559,0.037049,0.000523,0.017405,normalOG
0.048226,0.035331,2.498038,0.161436,0.203963,0.464690,0.037160,0.089188,-31.956257,7.209688,-3.244829,3.302704,-1.148953,0.791053,0.487250,-0.757209,1.177552,-0.755834,0.514250,-0.011933,-0.173184,0.004275,0.000546,0.097555,0.003060,0.012439,0.001766,0.212787,0.000242,0.000938,0.006368,0.059979,0.000590,0.068670,0.020771,0.067966,0.523993,0.048615,0.038452,0.387876,0.022701,0.083380,2.450674,0.992167,0.641835,0.412035,0.424281,0.209236,0.166300,0.193212,0.215543,0.261860,0.178141,0.161974,0.118087,0.005476,0.000966,0.064266,0.004127,0.009531,0.002236,0.101953,0.000429,0.001162,0.007722,0.037913,0.000906,0.021288,normalOG
0.048337,0.037348,2.573579,0.148572,0.193292,0.387137,0.039168,0.068500,-32.407354,7.216033,-3.034647,3.205919,-1.055744,0.780488,0.476859,-0.778394,1.137136,-0.687809,0.431058,-0.063944,-0.165311,0.003343,0.000303,0.127988,0.002705,0.012567,0.001749,0.194040,0.000136,0.000735,0.005763,0.058650,0.000368,0.068432,0.019378,0.073046,0.441148,0.040186,0.038432,0.283720,0.024295,0.035409,2.427800,0.913481,0.574462,0.345484,0.412779,0.203661,0.145293,0.181347,0.213836,0.325402,0.188808,0.129825,0.112031,0.004239,0.000387,0.070573,0.003967,0.010687,0.002802,0.096493,0.000196,0.000977,0.007565,0.042770,0.000441,0.018113,normalOG
0.049976,0.023175,2.559557,0.157532,0.203393,0.449450,0.035302,0.080115,-32.587432,7.113618,-2.912089,3.285017,-1.144524,0.699280,0.489224,-0.771579,1.062947,-0.723356,0.517054,-0.005463,-0.229519,0.004228,0.000298,0.119422,0.003285,0.012963,0.001434,0.186215,0.000216,0.000752,0.006565,0.061898,0.000406,0.065964,0.021588,0.044314,0.488055,0.035787,0.032483,0.245395,0.020996,0.036974,2.173402,0.835018,0.519407,0.416752,0.335021,0.278559,0.173678,0.156287,0.203486,0.223640,0.228932,0.153681,0.131312,0.004499,0.000277,0.072864,0.003748,0.008174,0.001537,0.089351,0.000282,0.000809,0.007132,0.040947,0.000382,0.016579,normalOG
0.076772,0.013272,2.660847,0.185231,0.221662,0.580869,0.026522,0.094084,-31.535779,7.096557,-3.743117,3.293026,-1.068837,0.969082,0.512853,-1.038425,1.212365,-0.622936,0.452452,-0.025857,-0.210082,0.004372,0.000474,0.106393,0.002750,0.010772,0.001882,0.190485,0.000622,0.001415,0.007006,0.061065,0.000654,0.063869,0.032548,0.025325,0.401509,0.036776,0.026867,0.323573,0.016115,0.057366,1.205254,0.632161,0.264235,0.317510,0.338815,0.204916,0.169181,0.164164,0.172258,0.207217,0.215612,0.149181,0.134141,0.005659,0.000571,0.064271,0.003476,0.009256,0.002271,0.084489,0.000762,0.001366,0.008210,0.037835,0.000703,0.017033,normalOG
0.057108,0.025119,2.608607,0.186922,0.234786,0.418763,0.032444,0.072395,-30.422790,7.111263,-4.106201,3.692890,-1.353486,0.926278,0.607359,-0.940433,1.380078,-0.697173,0.591129,-0.069609,-0.245196,0.002971,0.000560,0.201477,0.001367,0.006754,0.000775,0.171920,0.000296,0.001005,0.003431,0.040521,0.000751,0.077048,0.030263,0.038077,0.317330,0.037565,0.026544,0.324012,0.023592,0.061439,1.138498,0.668081,0.248168,0.258761,0.450329,0.160307,0.177891,0.137482,0.150349,0.237556,0.149852,0.153063,0.153987,0.006539,0.001071,0.101108,0.002307,0.006263,0.000714,0.087262,0.000419,0.001154,0.004474,0.029704,0.001664,0.019086,normalOG
0.200447,0.006608,2.766535,0.248378,0.207278,1.635999,0.019869,0.311824,-32.187592,7.068046,-4.003783,2.596987,-0.865384,0.945621,0.563293,-0.996309,0.936077,-0.526156,0.551449,0.006815,-0.344679,0.007519,0.001480,0.067358,0.006298,0.019880,0.008308,0.099325,0.019411,0.011340,0.013049,0.038500,0.002052,0.033640,0.075013,0.016303,0.606211,0.060327,0.029134,0.675514,0.017180,0.118493,1.267075,0.766647,0.374369,0.404269,0.377769,0.213345,0.185875,0.189517,0.249181,0.197155,0.182525,0.143900,0.134730,0.006769,0.001462,0.041869,0.005821,0.015815,0.007534,0.057476,0.019990,0.009895,0.008800,0.026362,0.002256,0.015868,normalOG
0.160014,0.007857,2.739257,0.224330,0.207623,1.309630,0.023084,0.258905,-32.363165,7.051702,-3.782146,2.724453,-0.817924,0.955594,0.537632,-0.965788,0.940388,-0.524571,0.573389,-0.011872,-0.309417,0.006400,0.001088,0.084755,0.004677,0.023244,0.006341,0.121537,0.011113,0.006965,0.010733,0.043496,0.001376,0.042488,0.069669,0.019805,0.519802,0.055828,0.029002,0.637287,0.016462,0.125131,1.236385,0.714131,0.354699,0.439495,0.380010,0.274301,0.227612,0.211132,0.260753,0.216625,0.171323,0.128073,0.106682,0.006345,0.001458,0.048928,0.004952,0.021174,0.005657,0.067938,0.012225,0.006417,0.009447,0.028447,0.001453,0.016751,normalOG
0.114008,0.012738,2.618291,0.217783,0.234791,0.831397,0.019172,0.183750,-31.051813,7.131267,-4.012436,3.316502,-1.262693,0.937095,0.686591,-1.040551,1.219316,-0.600500,0.464093,-0.021875,-0.255983,0.003461,0.000568,0.106519,0.002964,0.013181,0.002097,0.157083,0.002258,0.001529,0.006250,0.064822,0.000862,0.055956,0.034806,0.019800,0.351647,0.037611,0.027142,0.305488,0.009998,0.077366,0.981407,0.529010,0.310866,0.285463,0.231425,0.114804,0.118022,0.145639,0.141861,0.194288,0.121445,0.083607,0.099489,0.002899,0.000381,0.047842,0.001811,0.008071,0.001223,0.047742,0.001120,0.001237,0.004001,0.021466,0.000622,0.010477,normalOG
0.096901,0.006624,2.628427,0.187754,0.209735,0.843957,0.026239,0.129967,-31.969704,7.329705,-3.270958,3.058234,-1.381082,0.714418,0.638249,-0.924057,0.991701,-0.718760,0.432545,-0.021220,-0.278488,0.006706,0.000774,0.097927,0.006127,0.017026,0.004497,0.168542,0.001089,0.002186,0.008253,0.057695,0.001390,0.055601,0.031701,0.012435,0.474494,0.043589,0.034588,0.441391,0.017649,0.063742,0.932322,0.630445,0.398297,0.352362,0.216272,0.220547,0.174291,0.167455,0.168735,0.171571,0.183019,0.127052,0.122889,0.007213,0.000887,0.057966,0.007720,0.011563,0.005078,0.065250,0.002141,0.002531,0.007722,0.034858,0.001945,0.014687,normalOG
0.070593,0.040510,2.440892,0.183995,0.218918,0.563947,0.031465,0.092729,-31.707693,7.115547,-3.511650,3.383136,-1.244876,0.646605,0.582134,-0.741156,1.123952,-0.771519,0.541929,0.016214,-0.245136,0.003053,0.000627,0.130304,0.003235,0.014258,0.002218,0.173355,0.000661,0.001569,0.006610,0.051532,0.000927,0.062335,0.037291,0.072778,0.533800,0.049211,0.042169,0.374660,0.018917,0.057555,2.156967,1.078596,0.456831,0.374436,0.330975,0.278670,0.169163,0.150133,0.214863,0.183706,0.193065,0.150569,0.153288,0.003041,0.000851,0.079299,0.004385,0.013344,0.003196,0.070986,0.001460,0.002306,0.006394,0.031661,0.001470,0.017273,normalOG
0.065874,0.024074,2.462178,0.186622,0.221059,0.555695,0.028628,0.100036,-31.766680,7.069038,-3.525066,3.364427,-1.201043,0.760936,0.645960,-0.736832,1.148106,-0.708831,0.600133,0.004602,-0.297049,0.003984,0.000694,0.116144,0.002442,0.012019,0.001624,0.186739,0.000729,0.001117,0.005664,0.063849,0.000801,0.065518,0.035679,0.042399,0.497770,0.051081,0.041503,0.393167,0.017039,0.072844,1.972460,0.963628,0.415070,0.415288,0.362747,0.276828,0.197961,0.183468,0.214478,0.227354,0.189169,0.147052,0.130673,0.004452,0.001160,0.068611,0.002740,0.009053,0.001839,0.089279,0.001003,0.001274,0.005507,0.046582,0.001014,0.017544,normalOG
0.106156,0.008594,2.721894,0.222191,0.236236,0.865819,0.021850,0.184550,-31.625057,6.857375,-3.892667,3.392113,-1.090718,0.893937,0.690870,-0.870574,1.096280,-0.736532,0.556746,0.012465,-0.328452,0.004384,0.000837,0.102549,0.003662,0.015796,0.002966,0.185195,0.001353,0.002985,0.008445,0.046676,0.001089,0.060234,0.043628,0.015918,0.483905,0.056554,0.032831,0.479901,0.012174,0.125187,1.027636,0.687415,0.335514,0.308675,0.287150,0.223663,0.214229,0.142924,0.190138,0.163869,0.200389,0.152823,0.151451,0.004467,0.001008,0.060835,0.003721,0.011861,0.003702,0.077957,0.001546,0.003410,0.007741,0.027363,0.001312,0.017174,normalOG
0.114861,0.010822,2.750040,0.212909,0.225427,0.949358,0.023571,0.182556,-31.204646,7.191789,-3.863399,3.352407,-1.158594,0.881647,0.642960,-0.996425,1.098846,-0.660280,0.583752,0.010684,-0.350061,0.006150,0.000790,0.109752,0.004346,0.021350,0.003357,0.150394,0.001818,0.004584,0.009633,0.049001,0.001577,0.054418,0.050655,0.019560,0.433759,0.048459,0.026269,0.497786,0.014359,0.103180,0.869293,0.565986,0.298774,0.288436,0.312919,0.195692,0.222081,0.158675,0.223345,0.183351,0.177019,0.159337,0.123216,0.007306,0.000859,0.063672,0.004000,0.013489,0.003474,0.075646,0.002656,0.005089,0.007759,0.026496,0.001631,0.016335,normalOG
0.095098,0.046016,2.587468,0.184179,0.207413,0.753605,0.024173,0.148353,-30.721414,7.587945,-3.798423,3.231815,-1.225483,0.973331,0.605355,-0.927091,1.163491,-0.741525,0.595549,0.007680,-0.316683,0.004101,0.001205,0.109421,0.003072,0.014194,0.002706,0.161332,0.001910,0.002045,0.009802,0.061564,0.002000,0.055129,0.045160,0.079624,0.475460,0.045111,0.030377,0.491441,0.012241,0.099390,1.691666,0.773645,0.307184,0.524280,0.439286,0.223148,0.182259,0.163088,0.242850,0.204334,0.209871,0.143029,0.105924,0.004953,0.002453,0.056869,0.002835,0.014261,0.003103,0.064117,0.002906,0.003159,0.009667,0.034689,0.003926,0.016030,normalOG
0.096420,0.017624,2.726694,0.193590,0.214717,0.749665,0.020662,0.149000,-31.344250,7.243193,-3.713841,3.346770,-0.991137,0.978760,0.558659,-0.849212,1.186316,-0.756919,0.532064,-0.019457,-0.326332,0.005612,0.001499,0.125058,0.003433,0.018944,0.002345,0.130961,0.001484,0.001783,0.006577,0.064644,0.001615,0.052449,0.041764,0.033007,0.433993,0.037239,0.023264,0.340545,0.007691,0.074894,1.119580,0.608162,0.245619,0.312517,0.256230,0.158651,0.153654,0.178011,0.204086,0.142369,0.139330,0.109175,0.093515,0.004053,0.001990,0.042979,0.004028,0.011986,0.001898,0.058591,0.001536,0.001768,0.005189,0.023879,0.001806,0.012211,normalOG
0.062132,0.010008,2.651235,0.175565,0.224198,0.420530,0.032106,0.065143,-32.543420,6.792384,-3.261344,3.318866,-1.255621,0.617454,0.561921,-0.753390,1.128008,-0.698463,0.476864,0.005090,-0.186939,0.003103,0.000307,0.143305,0.001684,0.009989,0.001308,0.210718,0.000181,0.000724,0.003520,0.047053,0.000509,0.073410,0.029355,0.024672,0.321488,0.038667,0.033928,0.228469,0.018672,0.031336,1.192113,0.653786,0.241654,0.244614,0.205029,0.250095,0.187129,0.139630,0.143490,0.195796,0.173910,0.145365,0.114283,0.002441,0.000333,0.076997,0.001410,0.013115,0.001441,0.084205,0.000223,0.000765,0.002907,0.033838,0.000556,0.014769,normalOG
0.061893,0.009470,2.394854,0.169063,0.221688,0.380899,0.026507,0.064833,-32.025369,6.912492,-3.408169,3.376540,-1.243710,0.760372,0.465392,-0.787823,1.297675,-0.695494,0.502267,-0.029503,-0.153694,0.002584,0.000316,0.153927,0.001723,0.007986,0.001524,0.207767,0.000150,0.000816,0.002642,0.047420,0.000524,0.071779,0.018841,0.014673,0.249660,0.024603,0.019962,0.165190,0.009919,0.025742,0.986272,0.419646,0.253350,0.186736,0.206551,0.174918,0.113751,0.091052,0.105530,0.152738,0.100979,0.080579,0.072877,0.001727,0.000276,0.048066,0.001894,0.006244,0.002055,0.052307,0.000134,0.001048,0.001879,0.021144,0.000524,0.008986,normalOG
0.152848,0.010770,2.719300,0.269085,0.255004,1.332051,0.020150,0.288167,-30.300011,7.089519,-4.258434,3.659172,-1.621965,0.614470,0.719525,-0.906827,1.172455,-0.898122,0.540683,0.025279,-0.317765,0.007315,0.001589,0.095233,0.006130,0.013298,0.005279,0.169601,0.001360,0.002939,0.016620,0.032008,0.003410,0.055547,0.052265,0.018941,0.419853,0.050589,0.025429,0.437199,0.014689,0.142148,0.896119,0.626134,0.202334,0.219530,0.244345,0.200378,0.110537,0.126702,0.161028,0.155671,0.159515,0.139319,0.122687,0.006270,0.001542,0.069262,0.003791,0.009462,0.003154,0.077680,0.000568,0.002760,0.010399,0.019398,0.003512,0.019184,normalOG
0.161683,0.012501,2.786238,0.268453,0.259739,1.209319,0.023084,0.310000,-31.227809,6.688219,-3.987557,3.723715,-1.475314,0.564285,0.625855,-0.867552,1.138717,-0.883500,0.503498,-0.020945,-0.327162,0.007453,0.001304,0.103116,0.005877,0.012361,0.002823,0.160176,0.001140,0.002659,0.008873,0.047597,0.002361,0.055093,0.080476,0.027130,0.444988,0.071957,0.035622,0.659629,0.019356,0.197860,1.030639,0.768646,0.270327,0.300264,0.230383,0.214120,0.162328,0.185020,0.180184,0.131246,0.183363,0.134143,0.145238,0.007464,0.001276,0.077737,0.005641,0.009122,0.002594,0.082206,0.001261,0.002485,0.007406,0.027666,0.002299,0.021637,normalOG
0.173752,0.012279,2.843346,0.269691,0.251662,1.514569,0.015924,0.307467,-29.166360,7.582915,-4.304192,3.899572,-1.796573,0.574263,0.624457,-1.007477,1.242387,-1.046439,0.486277,-0.043099,-0.434128,0.012457,0.002713,0.066853,0.011826,0.022876,0.006751,0.119284,0.001185,0.004920,0.018338,0.045205,0.003627,0.039250,0.049843,0.016166,0.464359,0.048317,0.024565,0.482065,0.007261,0.144565,0.597068,0.560806,0.280030,0.227550,0.208070,0.199672,0.180307,0.167483,0.144705,0.152023,0.157296,0.124533,0.112831,0.009900,0.002401,0.045885,0.013259,0.016516,0.006406,0.064548,0.001030,0.004919,0.012225,0.021127,0.002869,0.015338,normalOG
0.083585,0.020246,2.726298,0.188193,0.219854,0.637636,0.024834,0.103167,-30.906991,7.393960,-3.767210,3.376820,-1.235921,0.940557,0.640008,-0.941127,1.222029,-0.683749,0.506456,-0.039007,-0.251709,0.003755,0.000826,0.131874,0.003095,0.021627,0.002470,0.152366,0.000665,0.001196,0.009834,0.050747,0.001045,0.059372,0.035503,0.040456,0.406490,0.035185,0.024711,0.370535,0.014389,0.062717,1.204035,0.514752,0.325766,0.297221,0.296866,0.184702,0.141696,0.145228,0.170913,0.227398,0.205982,0.150520,0.118573,0.003870,0.000899,0.089924,0.003522,0.019931,0.002915,0.067873,0.000769,0.001144,0.009240,0.027839,0.001132,0.018034,normalOG
0.118970,0.008220,2.615714,0.235828,0.242941,0.883616,0.026397,0.214125,-32.678164,6.458610,-3.570620,3.408052,-1.220755,0.501206,0.668596,-0.795263,1.070170,-0.655968,0.375183,0.050609,-0.184045,0.003924,0.001549,0.124415,0.003383,0.012406,0.002874,0.195930,0.003467,0.001829,0.005687,0.035860,0.000963,0.068798,0.058524,0.014417,0.466777,0.077435,0.049422,0.532804,0.013700,0.159638,1.378550,1.147062,0.331333,0.334068,0.255808,0.268117,0.210851,0.150700,0.165503,0.147447,0.168904,0.121935,0.110847,0.003810,0.001745,0.094992,0.003355,0.012117,0.003923,0.091218,0.003404,0.001774,0.005116,0.019501,0.001012,0.019739,normalOG
0.144026,0.006135,2.672804,0.263174,0.251530,1.076057,0.020660,0.310806,-32.855275,6.262969,-3.717554,3.347101,-1.153717,0.567337,0.682678,-0.838019,1.022600,-0.648547,0.371553,0.034915,-0.176910,0.003520,0.002230,0.100294,0.003113,0.011822,0.002543,0.204159,0.004174,0.002329,0.007098,0.035879,0.001083,0.067669,0.088205,0.013975,0.466112,0.077145,0.044146,0.541728,0.015726,0.198104,1.390259,1.061516,0.375889,0.336406,0.297852,0.283955,0.139244,0.157007,0.141310,0.242831,0.182246,0.153372,0.148914,0.002415,0.002584,0.088537,0.002751,0.009023,0.002455,0.099857,0.004394,0.001772,0.006824,0.024033,0.001004,0.020434,normalOG
0.066574,0.009856,2.624479,0.165856,0.202483,0.543515,0.027039,0.094093,-32.364526,7.225743,-3.157949,3.048412,-1.156712,0.797347,0.554944,-0.875333,1.063566,-0.631788,0.496071,0.047538,-0.192962,0.004162,0.000485,0.099743,0.002412,0.014864,0.002181,0.199080,0.000291,0.001633,0.007379,0.059318,0.000584,0.063811,0.027462,0.018431,0.410841,0.035370,0.032072,0.306180,0.016870,0.050051,1.174545,0.579118,0.436881,0.457054,0.230883,0.226675,0.160665,0.169692,0.194434,0.183239,0.209618,0.135090,0.128455,0.004792,0.000520,0.059598,0.002201,0.012795,0.002006,0.082220,0.000323,0.001689,0.007623,0.024406,0.000781,0.016604,normalOG
0.068342,0.010508,2.622771,0.169758,0.205285,0.570444,0.025205,0.092800,-31.592832,7.408449,-3.436972,3.120057,-1.099688,0.940182,0.455909,-0.854654,1.111062,-0.839188,0.549389,0.029473,-0.246863,0.004866,0.000480,0.101600,0.003524,0.014560,0.002807,0.193841,0.000348,0.001388,0.006586,0.062244,0.000704,0.062859,0.024769,0.016708,0.405644,0.032364,0.030952,0.277073,0.015369,0.046724,1.226973,0.450803,0.319208,0.387530,0.363967,0.180277,0.185740,0.153221,0.197785,0.142065,0.208869,0.148502,0.131176,0.004679,0.000428,0.053427,0.003786,0.013957,0.003276,0.083748,0.000359,0.001427,0.006937,0.038469,0.000787,0.017467,normalOG
0.064070,0.008923,2.557770,0.168855,0.200898,0.583349,0.031381,0.103750,-32.556404,7.217474,-3.062064,3.094212,-0.972692,0.805659,0.486138,-0.795045,1.077380,-0.693130,0.448744,0.023148,-0.207361,0.003596,0.000644,0.088692,0.003724,0.021181,0.002241,0.167279,0.000551,0.001266,0.012026,0.061613,0.000539,0.056302,0.026591,0.018043,0.600962,0.043336,0.037275,0.333402,0.017169,0.059822,1.440300,0.734714,0.487775,0.457290,0.249824,0.190019,0.156492,0.158321,0.143636,0.250495,0.193082,0.156446,0.127242,0.002579,0.000756,0.059836,0.003557,0.015595,0.002662,0.096311,0.000984,0.001475,0.011066,0.032916,0.000475,0.021256,normalOG
0.069224,0.007053,2.666970,0.171627,0.199129,0.642353,0.024757,0.110115,-32.411706,7.348757,-3.071891,2.984668,-1.010524,0.876994,0.465315,-0.865656,1.076427,-0.675163,0.494742,0.063286,-0.217457,0.004805,0.000538,0.096451,0.003509,0.031742,0.002586,0.155534,0.000453,0.001864,0.013780,0.053233,0.000583,0.053079,0.023025,0.014266,0.495514,0.040482,0.035129,0.306374,0.014478,0.070125,1.223281,0.663268,0.457166,0.364983,0.358389,0.232097,0.135971,0.179614,0.186785,0.187144,0.164942,0.165899,0.129763,0.003635,0.000622,0.058435,0.002773,0.021255,0.002087,0.062817,0.000529,0.001909,0.012287,0.028920,0.000589,0.014139,normalOG
0.078450,0.017159,2.586862,0.183174,0.212158,0.696241,0.028617,0.110277,-32.337606,7.114476,-3.296360,3.073944,-1.175194,0.786279,0.645008,-0.866952,1.028458,-0.615045,0.459275,-0.018833,-0.216795,0.007110,0.001032,0.109681,0.004156,0.021249,0.003371,0.171005,0.000590,0.001879,0.009470,0.051137,0.001007,0.059234,0.034967,0.042009,0.595117,0.041572,0.029823,0.422634,0.017613,0.060870,1.794290,0.830887,0.352714,0.404925,0.363775,0.249641,0.179903,0.167617,0.203354,0.244531,0.241231,0.125149,0.127879,0.008279,0.001611,0.070856,0.004203,0.019927,0.004155,0.082208,0.000767,0.001955,0.008757,0.030644,0.001525,0.018249,normalOG
0.096203,0.005819,2.683811,0.189812,0.202311,0.922830,0.024779,0.149201,-32.741727,7.191548,-3.237505,2.744261,-1.056216,0.611961,0.298295,-0.873417,1.038842,-0.648485,0.444156,0.084861,-0.156239,0.005843,0.001190,0.097099,0.007709,0.021799,0.006286,0.156050,0.000729,0.004385,0.008449,0.054850,0.001954,0.053492,0.038615,0.015163,0.487922,0.041595,0.031154,0.432434,0.013972,0.072979,1.306108,0.650735,0.352123,0.464755,0.340615,0.243780,0.181928,0.161325,0.181043,0.232662,0.181532,0.154967,0.124396,0.004923,0.001389,0.052002,0.008726,0.016706,0.007535,0.082042,0.001178,0.004622,0.007457,0.035147,0.002638,0.017564,normalOG
0.060594,0.024026,2.582887,0.163303,0.201353,0.542653,0.029208,0.090835,-32.098951,7.295104,-3.221901,3.043255,-1.279281,0.747605,0.559836,-0.795774,1.079366,-0.697789,0.525014,-0.020003,-0.222631,0.004556,0.000648,0.130931,0.004424,0.012319,0.002633,0.195832,0.000271,0.001669,0.005511,0.048776,0.001020,0.068343,0.027767,0.043603,0.474037,0.038000,0.032775,0.371842,0.015934,0.057338,1.878026,0.762722,0.470377,0.493631,0.361039,0.246575,0.161549,0.159305,0.253145,0.212315,0.210205,0.137426,0.124189,0.004950,0.000975,0.076886,0.006549,0.010029,0.003367,0.092979,0.000361,0.002340,0.005179,0.029644,0.001575,0.018673,normalOG
0.074821,0.012074,2.476161,0.188580,0.215602,0.662853,0.025964,0.119625,-32.464455,6.961810,-3.442321,3.072454,-0.996256,0.768126,0.496737,-0.804405,1.078965,-0.720171,0.453175,0.058454,-0.190942,0.003783,0.000597,0.113466,0.004136,0.013106,0.002004,0.190984,0.000525,0.001372,0.005339,0.058972,0.001045,0.064191,0.036699,0.021357,0.539990,0.047759,0.037225,0.416316,0.016723,0.087724,1.988383,0.839438,0.440986,0.529366,0.394695,0.224006,0.198337,0.180457,0.209725,0.198040,0.271238,0.147800,0.131009,0.003298,0.000667,0.056340,0.004357,0.011226,0.002179,0.083416,0.000652,0.001432,0.003946,0.039174,0.001497,0.015817,normalOG
0.109045,0.021176,2.695871,0.210992,0.234687,0.883031,0.022615,0.152125,-29.620359,7.633020,-4.179845,3.499273,-1.636113,0.976952,0.762431,-1.024862,1.209647,-0.908672,0.496422,-0.070049,-0.257776,0.004078,0.000935,0.114679,0.008861,0.015983,0.003466,0.160708,0.001031,0.002032,0.009796,0.052653,0.001094,0.055760,0.028212,0.030208,0.254081,0.022907,0.017066,0.252555,0.011011,0.049172,0.653389,0.371000,0.199788,0.230785,0.171618,0.127076,0.134818,0.113858,0.141258,0.118723,0.128025,0.105598,0.088046,0.002612,0.000776,0.050213,0.002420,0.009455,0.002029,0.059892,0.001254,0.001359,0.006141,0.020605,0.000638,0.011522,normalOG
0.082095,0.016283,2.675640,0.213930,0.248970,0.567397,0.027821,0.091869,-31.382988,6.720763,-3.995336,3.496996,-1.435585,0.717700,0.632322,-0.967284,1.186396,-0.674534,0.541366,-0.043797,-0.233303,0.002117,0.000627,0.146698,0.001741,0.006329,0.001183,0.209581,0.000540,0.001143,0.002473,0.044474,0.000708,0.075342,0.046159,0.031767,0.313903,0.048720,0.030809,0.334715,0.018527,0.074092,1.108345,0.638289,0.211168,0.252155,0.207907,0.246061,0.156162,0.169722,0.189251,0.163477,0.199667,0.129597,0.125206,0.001916,0.000850,0.087588,0.001881,0.005422,0.001252,0.092040,0.000652,0.001051,0.002071,0.033478,0.000700,0.016930,normalOG
0.086585,0.008518,2.638978,0.195492,0.216481,0.801020,0.026198,0.136518,-32.896510,6.845853,-3.358168,3.007699,-1.055955,0.462644,0.463169,-0.676891,1.028964,-0.698182,0.414598,0.048038,-0.212892,0.006013,0.001340,0.129773,0.004836,0.015339,0.004412,0.184235,0.000551,0.002262,0.006596,0.036900,0.001706,0.064064,0.049265,0.018790,0.424164,0.051570,0.035636,0.508052,0.016742,0.098119,1.718984,0.932116,0.363060,0.335220,0.361423,0.290309,0.189693,0.177919,0.194043,0.198796,0.221952,0.151510,0.137075,0.007574,0.001812,0.081844,0.006273,0.013082,0.007060,0.079970,0.000919,0.002415,0.005608,0.021512,0.002306,0.018903,normalOG
